time,btc_cond_vol,btc_std_resid,btc_std_loss,btc_return,eth_cond_vol,eth_std_resid,eth_std_loss,eth_return
2025-01-01 01:00:00,,,,-0.0084400769773055,,,,-0.005114582312193
2025-01-01 02:00:00,0.0031683905172760094,1.527917476664394,0.0,0.0052333907299357,0.003581846185797992,1.2495066109792377,0.0,0.004790481873902
2025-01-01 03:00:00,0.0036932297422660816,-0.6996295201824712,0.6996295201824712,-0.0027761455907782,0.00392864672696836,-0.5389679430099786,0.5389679430099786,-0.0022060769820027
2025-01-01 04:00:00,0.003793926143803444,-0.8388834449690024,0.8388834449690024,-0.0030324698337920995,0.004039378556163535,-1.0882225808471502,1.0882225808471502,-0.0041993150471609
2025-01-01 05:00:00,0.004003854306421363,0.5946217942982911,0.0,0.0025419300884785,0.004521278661038411,0.22107554709400704,0.0,0.0012771909521177003
2025-01-01 06:00:00,0.0039239241158426355,-0.07392658488951247,0.07392658488951247,-0.000367262850863,0.004351170080434357,0.06921208297309486,0.0,0.00035564800786099996
2025-01-01 07:00:00,0.0035320066999003277,-0.23534258813714334,0.23534258813714334,-0.0007840305716853,0.004122408393376868,0.0153611041133732,0.0,0.0001553695108388
2025-01-01 08:00:00,0.0033073907850301293,-0.8458312232725429,0.8458312232725429,-0.0027324746030897,0.003891937780438252,-0.8030148099042631,0.8030148099042631,-0.003025078120802
2025-01-01 09:00:00,0.0035245967064467627,-0.08885284601168295,0.08885284601168295,-0.0001648455871572,0.004173119277242327,-0.22531560035462958,0.22531560035462958,-0.0007104689543641
2025-01-01 10:00:00,0.0032030830796016766,-0.30236694197580105,0.30236694197580105,-0.0009299596914793,0.004072042074845802,-0.6194429885715922,0.6194429885715922,-0.0023869118552879
2025-01-01 11:00:00,0.0030590231264344243,0.39120723473274605,0.0,0.0012679709192818,0.004232468434389499,0.9659968769122642,0.0,0.0042923477158986
2025-01-01 12:00:00,0.0029433460398862322,1.3724825061276096,0.0,0.0040169781044382,0.004454865008712048,0.44895876249256705,0.0,0.0019316859213459
2025-01-01 13:00:00,0.0033560727231764943,0.7111555619302294,0.0,0.0022464440587166,0.0044051489327083145,-0.28384842160703827,0.28384842160703827,-0.0012225689516652
2025-01-01 14:00:00,0.0033912365865507747,0.4706700859555039,0.0,0.0015316064801322,0.0043263974082929915,0.13593934686260414,0.0,0.0007444803407888
2025-01-01 15:00:00,0.003286922085373017,0.8396102378691671,0.0,0.0027257489392253,0.004131912276464558,0.49241820355855626,0.0,0.0021108297543561
2025-01-01 16:00:00,0.0033992531617943276,-1.0437394201346242,1.0437394201346242,-0.0036329741788820994,0.004121956940828644,-1.038244022825654,1.038244022825654,-0.0042590711475629
2025-01-01 17:00:00,0.0037664363141188535,0.10092496958771008,0.0,0.0005669528889289,0.004572969726703211,0.26730491729370415,0.0,0.001502458987468
2025-01-01 18:00:00,0.003405637414163662,0.6092026194635726,0.0,0.0020819821795412,0.0044220103463462855,0.3188810570260716,0.0,0.0014554107528968003
2025-01-01 19:00:00,0.0033789664055685394,0.9160165394336783,0.0,0.0030376734905987,0.004308901495794593,0.5414464038123922,0.0,0.0023802717230075
2025-01-01 20:00:00,0.003534373701247183,0.5033237107878259,0.0,0.0016805582021886,0.004313895127753282,0.26352211152255545,0.0,0.0011463537533003
2025-01-01 21:00:00,0.003436169388398639,0.6014100935307753,0.0,0.0020261940776335,0.004181889682186289,0.5535882948124345,0.0,0.0023748708921834
2025-01-01 22:00:00,0.003402886607659385,-0.5273069728980357,0.5273069728980357,-0.0018494962577145003,0.004198929194823315,-0.48075997133487847,0.48075997133487847,-0.0020089100102094
2025-01-01 23:00:00,0.003390962949011377,-0.6902850303323754,0.6902850303323754,-0.0022301575437511,0.00426370492211077,-0.1314130524392505,0.1314130524392505,-0.0003719125721051
2025-01-02 00:00:00,0.003494794608282155,1.5829316510886247,0.0,0.0056588694634281,0.004095079971282894,2.107545812661506,0.0,0.0087522594754196
2025-01-02 01:00:00,0.004087740054057896,-0.6331902565442802,0.6331902565442802,-0.0027987614122778,0.004927457695708796,-0.3087652635356848,0.3087652635356848,-0.0017715214912499
2025-01-02 02:00:00,0.004116886959278337,0.9130316867334332,0.0,0.0039100071760604,0.0048310962201112174,0.852331096013298,0.0,0.004296414523012
2025-01-02 03:00:00,0.0042527835575094965,-0.5218949588745649,0.5218949588745649,-0.0023551785183107,0.004985243726837036,-0.5738101754816782,0.5738101754816782,-0.0029291140487922003
2025-01-02 04:00:00,0.004176318541930329,1.7203679808844057,0.0,0.0073169983912542,0.005092624596964743,1.637052403574985,0.0,0.0085627829897928
2025-01-02 05:00:00,0.004947057634940439,-0.17895175421212797,0.17895175421212797,-0.0011666216266809,0.005739718890624409,-0.22816198022461412,0.22816198022461412,-0.0015519587073029
2025-01-02 06:00:00,0.004486507096377672,-0.06824945982672447,0.06824945982672447,-0.0002248243431983,0.005514240199515097,-0.13817137806129753,0.13817137806129753,-0.0005921357512272
2025-01-02 07:00:00,0.004001049266843455,0.6348378809098085,0.0,0.0025811287537628,0.005233758386491099,0.5165918129161895,0.0,0.0028343810426095
2025-01-02 08:00:00,0.003948342805273337,0.8854410491288467,0.0,0.0034171683284265,0.005174004422415883,1.0095337167326819,0.0,0.0052143752278799
2025-01-02 09:00:00,0.004069824779922104,1.5706843813727331,0.0,0.0062778091578539,0.005418470870335122,1.6240799706355933,0.0,0.008694095204078
2025-01-02 10:00:00,0.004706709111489683,-0.05401762856398861,0.05401762856398861,-0.0004911520622681,0.0060788438642661894,0.08154150267342138,0.0,0.0002479543776651
2025-01-02 11:00:00,0.004173033974909305,0.04933472915128117,0.0,0.0002583733689433,0.005671456111726742,0.10342408300701245,0.0,0.0006829981288534002
2025-01-02 12:00:00,0.003717032466521452,0.31975465834900957,0.0,0.0012089906061336,0.005323302440192562,0.4878391537590548,0.0,0.0026756215200934
2025-01-02 13:00:00,0.00349162832400526,-1.1552945226192353,1.1552945226192353,-0.0040540502390321,0.005240570670266291,-0.8033122900139955,0.8033122900139955,-0.0042123025057169
2025-01-02 14:00:00,0.003951980055447441,2.0337765188693546,0.0,0.0082422726239495,0.005536125790646932,1.4724464522410174,0.0,0.0084298247808523
