time,btc_return,eth_return,btc_loss,eth_loss
2025-01-01 01:00:00,-0.00844007697730554,-0.005114582312193047,0.00844007697730554,0.005114582312193047
2025-01-01 02:00:00,0.005233390729935723,0.004790481873902065,-0.005233390729935723,-0.004790481873902065
2025-01-01 03:00:00,-0.002776145590778281,-0.002206076982002745,0.002776145590778281,0.002206076982002745
2025-01-01 04:00:00,-0.0030324698337921515,-0.004199315047160999,0.0030324698337921515,0.004199315047160999
2025-01-01 05:00:00,0.0025419300884785127,0.0012771909521177912,-0.0025419300884785127,-0.0012771909521177912
2025-01-01 06:00:00,-0.0003672628508630726,0.0003556480078610452,0.0003672628508630726,-0.0003556480078610452
2025-01-01 07:00:00,-0.0007840305716853711,0.0001553695108388888,0.0007840305716853711,-0.0001553695108388888
2025-01-01 08:00:00,-0.002732474603089769,-0.003025078120802065,0.002732474603089769,0.003025078120802065
2025-01-01 09:00:00,-0.0001648455871572758,-0.000710468954364143,0.0001648455871572758,0.000710468954364143
2025-01-01 10:00:00,-0.0009299596914793374,-0.002386911855287925,0.0009299596914793374,0.002386911855287925
2025-01-01 11:00:00,0.0012679709192818026,0.00429234771589861,-0.0012679709192818026,-0.00429234771589861
2025-01-01 12:00:00,0.00401697810443827,0.0019316859213459158,-0.00401697810443827,-0.0019316859213459158
2025-01-01 13:00:00,0.0022464440587166,-0.0012225689516652406,-0.0022464440587166,0.0012225689516652406
2025-01-01 14:00:00,0.0015316064801322912,0.0007444803407888854,-0.0015316064801322912,-0.0007444803407888854
2025-01-01 15:00:00,0.002725748939225309,0.0021108297543561065,-0.002725748939225309,-0.0021108297543561065
2025-01-01 16:00:00,-0.0036329741788821727,-0.004259071147562948,0.0036329741788821727,0.004259071147562948
2025-01-01 17:00:00,0.0005669528889289192,0.0015024589874680467,-0.0005669528889289192,-0.0015024589874680467
2025-01-01 18:00:00,0.002081982179541235,0.0014554107528968474,-0.002081982179541235,-0.0014554107528968474
2025-01-01 19:00:00,0.00303767349059876,0.002380271723007518,-0.00303767349059876,-0.002380271723007518
2025-01-01 20:00:00,0.001680558202188644,0.0011463537533003818,-0.001680558202188644,-0.0011463537533003818
2025-01-01 21:00:00,0.0020261940776335075,0.0023748708921834567,-0.0020261940776335075,-0.0023748708921834567
2025-01-01 22:00:00,-0.0018494962577145385,-0.0020089100102094874,0.0018494962577145385,0.0020089100102094874
2025-01-01 23:00:00,-0.0022301575437511582,-0.00037191257210513054,0.0022301575437511582,0.00037191257210513054
2025-01-02 00:00:00,0.00565886946342819,0.00875225947541963,-0.00565886946342819,-0.00875225947541963
2025-01-02 01:00:00,-0.002798761412277894,-0.0017715214912499076,0.002798761412277894,0.0017715214912499076
2025-01-02 02:00:00,0.003910007176060429,0.004296414523012021,-0.003910007176060429,-0.004296414523012021
2025-01-02 03:00:00,-0.002355178518310783,-0.0029291140487922498,0.002355178518310783,0.0029291140487922498
2025-01-02 04:00:00,0.007316998391254275,0.008562782989792895,-0.007316998391254275,-0.008562782989792895
2025-01-02 05:00:00,-0.0011666216266809188,-0.0015519587073029356,0.0011666216266809188,0.0015519587073029356
2025-01-02 06:00:00,-0.00022482434319836089,-0.0005921357512272686,0.00022482434319836089,0.0005921357512272686
2025-01-02 07:00:00,0.002581128753762894,0.0028343810426095166,-0.002581128753762894,-0.0028343810426095166
2025-01-02 08:00:00,0.0034171683284265103,0.005214375227879904,-0.0034171683284265103,-0.005214375227879904
2025-01-02 09:00:00,0.006277809157853957,0.00869409520407803,-0.006277809157853957,-0.00869409520407803
2025-01-02 10:00:00,-0.0004911520622681388,0.0002479543776651246,0.0004911520622681388,-0.0002479543776651246
2025-01-02 11:00:00,0.0002583733689433832,0.0006829981288534765,-0.0002583733689433832,-0.0006829981288534765
2025-01-02 12:00:00,0.0012089906061336694,0.002675621520093407,-0.0012089906061336694,-0.002675621520093407
2025-01-02 13:00:00,-0.004054050239032181,-0.0042123025057169226,0.004054050239032181,0.0042123025057169226
2025-01-02 14:00:00,0.008242272623949507,0.00842982478085236,-0.008242272623949507,-0.00842982478085236
2025-01-02 15:00:00,-0.008275033475232868,-0.009105211855256937,0.008275033475232868,0.009105211855256937
2025-01-02 16:00:00,0.00799994973106556,0.0017394946006403392,-0.00799994973106556,-0.0017394946006403392
2025-01-02 17:00:00,-0.004868060003069379,-0.0055144648412711935,0.004868060003069379,0.0055144648412711935
2025-01-02 18:00:00,0.005793274569771397,0.0042743388239828714,-0.005793274569771397,-0.0042743388239828714
2025-01-02 19:00:00,-2.0551026452525585e-05,-0.0005946521893024161,2.0551026452525585e-05,0.0005946521893024161
2025-01-02 20:00:00,-0.00011591569817759815,-0.0029438237153280623,0.00011591569817759815,0.0029438237153280623
2025-01-02 21:00:00,-0.000964223955193649,0.00034746351982643326,0.000964223955193649,-0.00034746351982643326
2025-01-02 22:00:00,-0.003107711337559462,-0.00394210068130197,0.003107711337559462,0.00394210068130197
2025-01-02 23:00:00,0.0007607177890987813,0.0043675790252292275,-0.0007607177890987813,-0.0043675790252292275
2025-01-03 00:00:00,-0.001640467832496808,-0.0018682417463713537,0.001640467832496808,0.0018682417463713537
2025-01-03 01:00:00,0.0016474792166131492,0.004515450863984958,-0.0016474792166131492,-0.004515450863984958
2025-01-03 02:00:00,-0.00019200595339304987,-0.001987641457645251,0.00019200595339304987,0.001987641457645251
2025-01-03 03:00:00,0.0009838728634297188,0.003524774474265894,-0.0009838728634297188,-0.003524774474265894
2025-01-03 04:00:00,-0.0025675226332080264,-0.003400431072330354,0.0025675226332080264,0.003400431072330354
2025-01-03 05:00:00,-0.0004966454322912203,-0.0006942074454858508,0.0004966454322912203,0.0006942074454858508
2025-01-03 06:00:00,-0.002336724879218595,-0.003879064032758786,0.002336724879218595,0.003879064032758786
2025-01-03 07:00:00,-0.0024422926286398663,-0.002713840059870393,0.0024422926286398663,0.002713840059870393
2025-01-03 08:00:00,-0.0018087248051341337,-0.0008945912795544882,0.0018087248051341337,0.0008945912795544882
2025-01-03 09:00:00,0.004404621529411836,0.0039046751444325118,-0.004404621529411836,-0.0039046751444325118
2025-01-03 10:00:00,-0.0006816103528012845,0.0006937963565154804,0.0006816103528012845,-0.0006937963565154804
2025-01-03 11:00:00,0.002784533917322405,0.005674508797554297,-0.002784533917322405,-0.005674508797554297
2025-01-03 12:00:00,-0.0009401097473233654,-0.0005166355309049209,0.0009401097473233654,0.0005166355309049209
2025-01-03 13:00:00,-0.001675920928141118,0.005188848444235162,0.001675920928141118,-0.005188848444235162
2025-01-03 14:00:00,0.00528337201151722,0.012937758219893698,-0.00528337201151722,-0.012937758219893698
2025-01-03 15:00:00,0.005195311961123625,0.010698998891983141,-0.005195311961123625,-0.010698998891983141
2025-01-03 16:00:00,0.0035503471330572216,0.005357098221532438,-0.0035503471330572216,-0.005357098221532438
2025-01-03 17:00:00,0.0016110740811275126,-0.002460981024875746,-0.0016110740811275126,0.002460981024875746
2025-01-03 18:00:00,0.005107819148511021,0.008388782890744708,-0.005107819148511021,-0.008388782890744708
2025-01-03 19:00:00,0.0006496550882738983,0.004770069445126846,-0.0006496550882738983,-0.004770069445126846
2025-01-03 20:00:00,-0.0028490112871509187,-0.006163322110082739,0.0028490112871509187,0.006163322110082739
2025-01-03 21:00:00,-0.00039494523522395355,0.0038309337548418426,0.00039494523522395355,-0.0038309337548418426
2025-01-03 22:00:00,0.0002408313791625189,0.0004951200352301192,-0.0002408313791625189,-0.0004951200352301192
2025-01-03 23:00:00,-0.0012438507018380182,-0.0019847235446065776,0.0012438507018380182,0.0019847235446065776
2025-01-04 00:00:00,-0.0022860015138605762,-0.0018304305789323704,0.0022860015138605762,0.0018304305789323704
2025-01-04 01:00:00,0.0009183121764626881,-0.0017058687117481326,-0.0009183121764626881,0.0017058687117481326
2025-01-04 02:00:00,0.002694347400064123,3.614791169745075e-05,-0.002694347400064123,-3.614791169745075e-05
2025-01-04 03:00:00,-0.0010636906995556547,0.0004364523995630291,0.0010636906995556547,-0.0004364523995630291
